"Name","Score","Link","G2DScore","G3DScore"
"Ryzen 7 PRO 5875U with Radeon Graphics","1,283","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+5875U+with+Radeon+Graphics&id=4870","650","2067"
"Ryzen 7 5700U with Radeon Graphics","1,281","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+5700U+with+Radeon+Graphics&id=4507","562","2246"
"Ryzen 5 7530U with Radeon Graphics","1,280","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+7530U+with+Radeon+Graphics&id=4874","576","2269"
"Radeon Ryzen 5 PRO 4655GE","1,280","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+PRO+4655GE&id=4904","639","2362"
"GeForce GT 645","1,273","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+645&id=2242","443","2006"
"Ryzen 7 4800U with Radeon Graphics","1,267","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+4800U+with+Radeon+Graphics&id=4236","570","2344"
"Radeon Ryzen 7 5700U","1,266","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+5700U&id=4650","515","2307"
"GeForce GTX 950A","1,261","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+950A&id=3334","264","2605"
"GeForce GTX 860M","1,260","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+860M&id=2866","225","3037"
"Radeon Ryzen 7 4800U","1,260","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+4800U&id=4356","561","2314"
"Radeon Ryzen 5 5600GE","1,258","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+5600GE&id=4744","724","2531"
"GeForce GT 1030","1,257","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GT+1030&id=3757","444","2467"
"Radeon Ryzen 5 7530U","1,257","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+7530U&id=4728","633","2220"
"Radeon R9 M380","1,256","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M380&id=3339","528","2763"
"FirePro W5100","1,256","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W5100&id=3044","538","2989"
"Radeon HD 6990","1,255","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6990&id=292","630","3013"
"GeForce GTX 770M","1,252","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+770M&id=2534","341","2814"
"Ryzen 7 Extreme Edition","1,250","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+Extreme+Edition&id=4243","527","2227"
"GeForce MX350","1,248","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX350&id=4194","239","2808"
"Intel Coffee Lake UHD","1,247","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Coffee+Lake+UHD&id=3849","918","1158"
"GeForce MX150","1,246","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX150&id=3789","215","2279"
"Ryzen 5 5600H with Radeon Graphics","1,245","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+5600H+with+Radeon+Graphics&id=4426","590","2336"
"Ryzen 3 PRO 5350G with Radeon Graphics","1,244","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+PRO+5350G+with+Radeon+Graphics&id=4429","778","2330"
"GeForce GTX 560 Ti","1,242","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+560+Ti&id=18","425","3038"
"Radeon Ryzen 7 Microsoft Surface Edition","1,238","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+Microsoft+Surface+Edition&id=4386","526","2290"
"Quadro K4100M","1,235","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K4100M&id=2736","325","2754"
"Radeon RX Vega 11 Ryzen 5 3400GE","1,233","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+11+Ryzen+5+3400GE&id=4754","477","2069"
"Radeon HD 5970","1,231","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5970&id=20","418","2282"
"Radeon RX Vega 11 Processor","1,229","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+11+Processor&id=4338","458","1823"
"Radeon Pro","1,224","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro&id=4441","608","2110"
"Radeon Vega 11","1,213","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+11&id=4136","490","1843"
"Radeon Pro 450","1,212","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+450&id=3683","619","2723"
"Quadro K1200","1,211","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K1200&id=3193","584","2929"
"Quadro K3100M","1,204","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K3100M&id=2684","324","2266"
"Radeon TM R9 A360","1,202","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+TM+R9+A360&id=3473","718","2105"
"Ryzen 5 5600U with Radeon Graphics","1,201","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+5600U+with+Radeon+Graphics&id=4404","623","2178"
"Quadro K5000M","1,200","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K5000M&id=1618","350","2752"
"Ryzen 3 4300GE with Radeon Graphics","1,198","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+4300GE+with+Radeon+Graphics&id=4302","668","2271"
"Quadro K620","1,198","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K620&id=2950","473","2232"
"Ryzen 5 5625U with Radeon Graphics","1,195","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+5625U+with+Radeon+Graphics&id=4868","584","1989"
"GeForce GTX 850M","1,190","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+850M&id=2859","225","2512"
"GeForce GTX 675MX","1,189","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+675MX&id=2349","382","2745"
"FirePro W4100","1,187","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W4100&id=3019","481","1531"
"Radeon Ryzen 5 5600U","1,186","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+5600U&id=4453","616","2111"
"Radeon Ryzen 5 5625U","1,180","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+5625U&id=4666","547","2153"
"Radeon HD 7770","1,178","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7770&id=322","461","2170"
"Ryzen 5 PRO 5650U with Radeon Graphics","1,175","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+PRO+5650U+with+Radeon+Graphics&id=4407","626","2040"
"Quadro K4000M","1,171","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K4000M&id=2159","304","1961"
"Quadro M600M","1,170","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M600M&id=3397","357","2177"
"Radeon Vega 11 Ryzen 5 PRO 3400GE w/","1,170","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+11+Ryzen+5+PRO+3400GE+w%2F&id=4703","457","1923"
"GeForce GTX 590","1,161","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+590&id=1457","394","3341"
"Quadro M1000M","1,157","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M1000M&id=3349","313","2869"
"Quadro M620","1,156","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M620&id=3658","421","2801"
"Ryzen 5 PRO 7530U with Radeon Graphics","1,153","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+PRO+7530U+with+Radeon+Graphics&id=4878","577","1919"
"Ryzen 3 Pro 4350G with Radeon Graphics","1,149","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+Pro+4350G+with+Radeon+Graphics&id=4230","621","2136"
"GRID P40-2Q","1,148","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P40-2Q&id=4026","281","4844"
"Ryzen 3 5300GE with Radeon Graphics","1,146","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+5300GE+with+Radeon+Graphics&id=4434","730","2013"
"Radeon Ryzen 3 PRO 7330U","1,145","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+3+PRO+7330U&id=4779","661","2043"
"Radeon Ryzen 7 PRO 5875U","1,141","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+5875U&id=4725","534","1982"
"Radeon Ryzen 5 7430U","1,141","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+7430U&id=5051","584","2094"
"Quadro K4000","1,138","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K4000&id=2272","419","2723"
"Ryzen 5 5500U with Radeon Graphics","1,134","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+5500U+with+Radeon+Graphics&id=4506","536","1991"
"Ryzen 3 5300G with Radeon Graphics","1,130","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+5300G+with+Radeon+Graphics&id=4436","704","2018"
"Ryzen 3 4300G with Radeon Graphics","1,130","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+4300G+with+Radeon+Graphics&id=4246","620","2069"
"FirePro W4300","1,129","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+W4300&id=3425","659","2818"
"GeForce GTX 950M","1,128","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+950M&id=3171","216","2585"
"Radeon Ryzen 5 5500U","1,122","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+5500U&id=4660","498","2094"
"Intel UHD Graphics 617","1,122","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+UHD+Graphics+617&id=4051","238","898"
"GeForce GTX 460","1,120","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+460&id=31","383","2262"
"Ryzen 5 PRO 5675U with Radeon Graphics","1,117","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+PRO+5675U+with+Radeon+Graphics&id=4871","586","1720"
"Radeon E8860","1,115","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+E8860&id=3150","436","1686"
"Radeon Ryzen Embedded V2718","1,114","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+Embedded+V2718&id=4375","554","1999"
"GRID P40-3Q","1,112","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P40-3Q&id=4079","603","681"
"Radeon HD 8870M / R9 M270X / M370X","1,109","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8870M+%2F+R9+M270X+%2F+M370X&id=2926","679","1800"
"Radeon HD 6970","1,104","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6970&id=84","429","2836"
"Ryzen 3 PRO 5350GE with Radeon Graphics","1,101","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+PRO+5350GE+with+Radeon+Graphics&id=4430","705","1939"
"Ryzen 7 4800H with Radeon Graphics","1,100","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+4800H+with+Radeon+Graphics&id=4233","585","2113"
"FirePro M6000","1,098","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M6000&id=2231","776","1820"
"GRID P40-4Q","1,096","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P40-4Q&id=4080","670","5365"
"FirePro M6100 FireGL V","1,095","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M6100+FireGL+V&id=3695","341","2866"
"FirePro 3D V7800","1,091","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+3D+V7800&id=438","562","1867"
"GRID P100-8Q","1,089","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P100-8Q&id=4178","264","3267"
"Radeon Vega 8 Ryzen 3 3200G","1,089","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+8+Ryzen+3+3200G&id=4673","461","1936"
"Ryzen 3 PRO 4350GE with Radeon Graphics","1,089","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+PRO+4350GE+with+Radeon+Graphics&id=4244","600","1885"
"Intel G33/G31 Express","1,087","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+G33%2FG31+Express&id=782","17","49"
"Radeon HD 5870","1,082","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5870&id=48","407","2213"
"GeForce GTX 470","1,081","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+470&id=55","406","3107"
"Ryzen 7 4700U with Radeon Graphics","1,078","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+4700U+with+Radeon+Graphics&id=4234","553","2034"
"Radeon Ryzen 5 5560U","1,076","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+5560U&id=4555","599","2022"
"GRID P100-16Q","1,076","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P100-16Q&id=3966","757","5945"
"Quadro 6000","1,075","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+6000&id=1554","451","2707"
"FirePro M5100 FireGL V","1,072","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M5100+FireGL+V&id=3125","867","1839"
"Ryzen 5 4600H with Radeon Graphics","1,071","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+4600H+with+Radeon+Graphics&id=4255","551","2205"
"MONSTER GeForce GTX 675M","1,068","https://www.videocardbenchmark.net/gpu.php?gpu=MONSTER+GeForce+GTX+675M&id=2470","686","2637"
"GeForce GTX 765M","1,068","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+765M&id=2537","289","1993"
"Ryzen 7 PRO 4750U with Radeon Graphics","1,066","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+7+PRO+4750U+with+Radeon+Graphics&id=4238","548","2030"
"Ryzen 5 5560U with Radeon Graphics","1,062","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+5560U+with+Radeon+Graphics&id=4578","556","2073"
"GeForce GTX 460 v2","1,062","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+460+v2&id=1447","418","1872"
"Radeon Ryzen 5 PRO 5675U","1,060","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+PRO+5675U&id=4743","585","1906"
"Radeon Ryzen 7 PRO 4750U","1,060","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+PRO+4750U&id=4354","538","2053"
"Radeon Ryzen 7 4700U","1,060","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+4700U&id=4349","537","2046"
"Radeon R7 A8-7500","1,060","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+A8-7500&id=3681","316","908"
"Radeon HD 8870M","1,059","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8870M&id=2838","629","1638"
"Radeon Ryzen 7 7700X 8-Core","1,059","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+7700X+8-Core&id=4651","597","2198"
"Radeon HD 6870","1,058","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6870&id=22","407","2219"
"Seria Radeon HD 7700","1,053","https://www.videocardbenchmark.net/gpu.php?gpu=Seria+Radeon+HD+7700&id=3262","201","1604"
"Radeon HD 8950","1,053","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8950&id=2927","367","2733"
"Ryzen 3 5425U with Radeon Graphics","1,047","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+5425U+with+Radeon+Graphics&id=4867","544","1668"
"GeForce GTX 560","1,047","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+560&id=71","427","2740"
"Radeon R7 PRO A8-9600","1,045","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A8-9600&id=3613","255","893"
"Ryzen 3 7330U with Radeon Graphics","1,045","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+7330U+with+Radeon+Graphics&id=4875","568","1650"
"Radeon Vega 8 Ryzen 3 PRO 3200G","1,043","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Vega+8+Ryzen+3+PRO+3200G&id=4753","425","1861"
"Custom GPU 0405","1,039","https://www.videocardbenchmark.net/gpu.php?gpu=Custom+GPU+0405&id=4528","363","2845"
"TENSOR 1.0 Driver Intel HD 630","1,032","https://www.videocardbenchmark.net/gpu.php?gpu=TENSOR+1.0+Driver+Intel+HD+630&id=4077","873","1300"
"Radeon RX 550","1,031","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+550&id=3761","488","2722"
"Radeon RX Vega 10 Ryzen 7 3750H","1,028","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+10+Ryzen+7+3750H&id=4672","381","1825"
"Radeon Pro WX 3200","1,024","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+3200&id=4065","436","2433"
"Radeon Ryzen 3 PRO 5450U","1,022","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+3+PRO+5450U&id=4517","540","1777"
"GeForce GTX 580M","1,021","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+580M&id=1455","349","2074"
"GeForce GTX 760M","1,020","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+760M&id=2597","232","1717"
"Radeon Ryzen 5 Microsoft Surface Edition","1,020","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+Microsoft+Surface+Edition&id=4382","521","2099"
"GeForce GTX 460","1,013","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+460&id=31","383","2262"
"GRID T4-1Q","1,009","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+T4-1Q&id=4261","78","3303"
"Radeon Ryzen 5 7600 6-Core","1,009","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+5+7600+6-Core&id=4714","554","1863"
"FirePro M6100","1,009","https://www.videocardbenchmark.net/gpu.php?gpu=FirePro+M6100&id=2657","303","2123"
"Quadro M520","1,007","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+M520&id=3754","226","1879"
"GeForce GTX 485M","1,006","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+485M&id=1450","479","2360"
"Radeon R5 A10-9630P 4C+6G","1,006","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+A10-9630P+4C%2B6G&id=3785","270","977"
"GeForce MX250","1,005","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX250&id=4076","242","2424"
"Radeon R5 PRO A6-8570 2C+6G","1,004","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+PRO+A6-8570+2C%2B6G&id=3667","292","847"
"GeForce MX330","1,001","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX330&id=4203","229","2445"
"Radeon HD HD7850M","1,000","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+HD7850M&id=3212","686","1652"
"Radeon HD 6950","999","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+6950&id=36","438","2612"
"GeForce GTX 745","991","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+GTX+745&id=2843","473","2141"
"Radeon Ryzen 9 7950X3D 16-Core","991","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+9+7950X3D+16-Core&id=4761","528","1601"
"Radeon Ryzen 3 PRO 7335U","979","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+3+PRO+7335U&id=5030","664","1954"
"GRID P100-1B","972","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P100-1B&id=3968","544","2223"
"Quadro K620","968","https://www.videocardbenchmark.net/gpu.php?gpu=Quadro+K620&id=2950","473","2232"
"Radeon R7 PRO A8-8670E","967","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+PRO+A8-8670E&id=3806","442","1310"
"Radeon R9 M385","965","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M385&id=3383","244","2061"
"GeForce MX130","965","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX130&id=3890","198","1850"
"Radeon R5 340","964","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R5+340&id=3590","338","935"
"Qualcomm Adreno 8cx Gen 3","960","https://www.videocardbenchmark.net/gpu.php?gpu=Qualcomm+Adreno+8cx+Gen+3&id=4518","219","1956"
"Radeon HD 7560D + 7700 Dual","955","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7560D+%2B+7700+Dual&id=2835","518","1919"
"Radeon HD 5970","952","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5970&id=20","418","2282"
"GeForce MX150","952","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+MX150&id=3789","215","2279"
"Radeon R9 M270X","952","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R9+M270X&id=3085","306","1204"
"Radeon R7 + R5 435 Dual A10-9700 RADEON","950","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+R7+%2B+R5+435+Dual+A10-9700+RADEON&id=3702","480","886"
"Radeon HD 8670D + 7700 Dual","950","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+8670D+%2B+7700+Dual&id=2572","572","1789"
"Ryzen 5 4600U with Radeon Graphics","949","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+4600U+with+Radeon+Graphics&id=4237","557","1897"
"Intel Iris Pro Graphics 6200","949","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Pro+Graphics+6200&id=3258","569","1465"
"Radeon HD 5850","948","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+5850&id=47","403","1980"
"Radeon HD 7870M","947","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+HD+7870M&id=2308","556","1507"
"Intel UHD Graphics 770","941","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+UHD+Graphics+770&id=4473","495","1860"
"Embedded Radeon E9173","940","https://www.videocardbenchmark.net/gpu.php?gpu=Embedded+Radeon+E9173&id=3883","352","1807"
"Radeon RX Vega 10 Ryzen 7 PRO 3700U w/","939","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+10+Ryzen+7+PRO+3700U+w%2F&id=4747","359","1569"
"Ryzen 5 4500U with Radeon Graphics","938","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+5+4500U+with+Radeon+Graphics&id=4235","530","1816"
"GeForce 930MX","936","https://www.videocardbenchmark.net/gpu.php?gpu=GeForce+930MX&id=3549","195","1290"
"Radeon Ryzen 7 7800X3D 8-Core","935","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+7+7800X3D+8-Core&id=4790","542","1714"
"Ryzen 3 PRO 5475U with Radeon Graphics","934","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+PRO+5475U+with+Radeon+Graphics&id=4872","596","1432"
"Intel Iris Pro P6300","934","https://www.videocardbenchmark.net/gpu.php?gpu=Intel+Iris+Pro+P6300&id=3542","572","1626"
"Radeon Pro WX 4150","933","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Pro+WX+4150&id=3787","417","2559"
"Ryzen 3 5400U with Radeon Graphics","931","https://www.videocardbenchmark.net/gpu.php?gpu=Ryzen+3+5400U+with+Radeon+Graphics&id=4402","540","1577"
"GRID M60-1Q","930","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+M60-1Q&id=3749","181","3695"
"GRID P40-2B","929","https://www.videocardbenchmark.net/gpu.php?gpu=GRID+P40-2B&id=3951","548","9842"
"Radeon Ryzen 3 5425U","928","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+Ryzen+3+5425U&id=4698","531","1528"
"Radeon RX Vega 10","927","https://www.videocardbenchmark.net/gpu.php?gpu=Radeon+RX+Vega+10&id=4066","377","1639"
